user_id,age,gender,income,profession,location,education_level,marital_status
512372821,51,male,60891,Healthcare,Urban,PhD+,Divorced
512373029,44,female,69569,Healthcare,Suburban,Master's,Married
512374518,50,male,92277,Education,Urban,Bachelor's,Divorced
512375136,28,female,71135,Services,Suburban,High School,Single
512375341,45,female,100150,Finance,Suburban,PhD+,Married
512375414,40,female,34428,Retail,Urban,High School,Divorced
512375923,45,female,69811,Finance,Urban,Some College,Married
512376434,22,female,56168,Technology,Urban,Bachelor's,Single
512376465,35,male,107616,Finance,Urban,Master's,Married
512376625,30,female,74262,Healthcare,Suburban,Master's,Married
512376701,38,female,40893,Finance,Urban,Some College,Married
512377308,34,male,75865,Healthcare,Urban,PhD+,Single
512377602,52,male,85054,Manufacturing,Suburban,Bachelor's,Married
512377888,41,female,76202,Finance,Urban,Bachelor's,Married
512377914,36,female,85472,Healthcare,Urban,Master's,Married
512378201,49,female,101622,Manufacturing,Rural,Master's,Married
512378328,50,male,81912,Technology,Suburban,Bachelor's,Widowed
512381795,47,male,69051,Services,Suburban,High School,Married
512382073,43,male,36087,Services,Urban,High School,Married
512382242,38,female,53397,Services,Suburban,Some College,Single
512382475,42,male,98413,Finance,Rural,Some College,Married
512382642,35,male,49464,Manufacturing,Suburban,Bachelor's,Married
512382654,39,female,93642,Healthcare,Urban,Master's,Married
512382878,42,female,50853,Manufacturing,Rural,Some College,Married
512382879,36,male,79287,Manufacturing,Suburban,Bachelor's,Married
512383062,37,female,88724,Manufacturing,Suburban,High School,Single
512383132,35,male,73970,Finance,Urban,Bachelor's,Married
512383317,41,male,85006,Healthcare,Suburban,High School,Single
512383628,53,male,72279,Manufacturing,Urban,High School,Married
512383747,47,male,93428,Finance,Urban,Master's,Single
512384436,30,female,78807,Technology,Urban,Bachelor's,Married
512384603,32,male,45628,Retail,Rural,Some College,Single
512384808,44,male,85941,Manufacturing,Urban,Some College,Single
512385141,57,female,97872,Technology,Rural,Master's,Married
512385893,32,female,61484,Education,Urban,Bachelor's,Single
512385945,30,female,49548,Finance,Urban,Master's,Single
512386086,29,male,89670,Other,Suburban,Bachelor's,Married
512386548,29,male,25000,Retail,Urban,High School,Married
512387142,42,male,105849,Technology,Urban,High School,Single
512387904,33,male,74443,Services,Suburban,Some College,Single
512387929,42,female,98590,Education,Suburban,Bachelor's,Married
512388168,46,male,101511,Healthcare,Suburban,Master's,Single
512388419,35,male,64218,Healthcare,Suburban,Bachelor's,Divorced
512388510,55,male,47726,Finance,Urban,Some College,Married
512388750,32,male,78922,Technology,Urban,PhD+,Married
512388908,34,male,64410,Healthcare,Suburban,Bachelor's,Married
512389053,39,female,79670,Services,Urban,Master's,Divorced
512389424,54,male,85264,Healthcare,Urban,Some College,Single
512389715,32,female,72263,Technology,Urban,Some College,Single
512390075,42,male,81900,Manufacturing,Urban,Bachelor's,Married
512390221,41,male,77041,Technology,Urban,Master's,Divorced
512390692,49,male,61585,Retail,Suburban,High School,Married
512390737,41,female,62099,Retail,Suburban,PhD+,Married
512391514,38,female,92853,Healthcare,Suburban,Bachelor's,Divorced
512392289,46,male,98534,Manufacturing,Suburban,Bachelor's,Married
512392304,57,female,87771,Technology,Suburban,Bachelor's,Divorced
512393076,32,male,84007,Healthcare,Suburban,Bachelor's,Single
512393339,38,male,75614,Manufacturing,Urban,High School,Divorced
512393343,34,male,100155,Services,Suburban,Some College,Single
512393615,25,male,57206,Healthcare,Urban,Master's,Married
512394753,39,male,68123,Manufacturing,Suburban,High School,Married
512394943,35,female,64128,Technology,Urban,Bachelor's,Divorced
512395285,38,female,120022,Healthcare,Urban,Some College,Married
512395527,43,male,94195,Finance,Urban,Some College,Married
512396326,48,female,69423,Technology,Suburban,Master's,Single
512396363,45,male,55840,Technology,Rural,Bachelor's,Married
512396365,42,male,79926,Manufacturing,Rural,PhD+,Married
512397130,32,male,87655,Healthcare,Urban,Master's,Married
512397526,37,female,69049,Education,Rural,Bachelor's,Married
512397748,34,male,93478,Technology,Urban,Some College,Single
512397793,34,female,63243,Technology,Urban,Master's,Married
512398332,52,female,66189,Services,Urban,High School,Divorced
512398544,33,female,48190,Technology,Rural,High School,Divorced
512398702,22,male,39220,Healthcare,Rural,Bachelor's,Divorced
512398942,45,male,94049,Technology,Urban,PhD+,Married
512400333,54,male,118278,Finance,Suburban,Bachelor's,Married
512400985,33,female,116468,Finance,Suburban,High School,Single
512401084,46,male,93772,Services,Suburban,Some College,Married
512401251,52,male,101662,Healthcare,Urban,Bachelor's,Married
512401635,44,male,50669,Finance,Urban,PhD+,Divorced
512402228,36,male,61350,Finance,Urban,Bachelor's,Married
512402276,57,female,114182,Finance,Urban,PhD+,Divorced
512402558,44,male,100122,Services,Suburban,Some College,Married
512402665,32,female,88322,Services,Suburban,High School,Single
512403134,24,male,69023,Finance,Suburban,PhD+,Single
512403602,47,male,87949,Finance,Urban,PhD+,Married
512403820,42,female,98921,Retail,Suburban,Some College,Married
512404311,51,male,82613,Technology,Suburban,Master's,Widowed
512404758,33,male,68518,Other,Suburban,Bachelor's,Married
512405206,40,male,129202,Manufacturing,Urban,Some College,Single
512405224,32,male,69030,Other,Suburban,High School,Married
512405542,27,female,42740,Finance,Urban,Some College,Married
512405614,44,female,91269,Education,Suburban,Master's,Divorced
512406817,43,male,127398,Education,Suburban,PhD+,Married
512407172,44,female,96917,Technology,Urban,Master's,Married
512407226,59,female,165304,Finance,Urban,Some College,Single
512407807,43,male,101148,Healthcare,Suburban,Bachelor's,Married
512407808,28,male,80160,Services,Urban,Some College,Married
512407916,39,female,73410,Education,Suburban,PhD+,Divorced
512408632,36,female,84720,Technology,Suburban,Bachelor's,Married
512410077,35,male,77978,Education,Rural,Master's,Married
512410333,36,female,70676,Finance,Urban,Some College,Single
512410561,36,female,74208,Technology,Urban,Some College,Married
512413149,39,male,97036,Technology,Urban,PhD+,Married
512413418,42,male,73218,Finance,Urban,Bachelor's,Single
512414095,43,male,40397,Technology,Urban,Bachelor's,Single
512414234,23,female,75363,Technology,Urban,Bachelor's,Single
512414566,58,male,95196,Education,Suburban,Some College,Divorced
512414727,36,female,88230,Finance,Urban,PhD+,Divorced
512416178,51,male,100986,Technology,Urban,Master's,Married
512416367,46,male,61994,Technology,Urban,Bachelor's,Married
512416626,39,female,50759,Finance,Urban,Bachelor's,Married
512416970,37,female,65122,Technology,Urban,Master's,Divorced
512418256,49,male,111775,Education,Suburban,Bachelor's,Married
512418646,36,female,78590,Finance,Urban,Bachelor's,Married
512419091,40,male,66391,Technology,Urban,Bachelor's,Married
512420111,45,male,101329,Technology,Suburban,Master's,Married
512420925,46,female,123524,Finance,Urban,Some College,Married
512421204,36,female,38580,Retail,Suburban,Some College,Single
512422013,32,female,99838,Technology,Urban,Master's,Married
512422965,34,male,65832,Healthcare,Rural,Master's,Single
512423525,25,male,103789,Technology,Urban,Bachelor's,Single
512424310,37,female,77082,Technology,Urban,Bachelor's,Divorced
512424871,27,female,79435,Technology,Urban,Bachelor's,Divorced
512425072,47,male,103365,Technology,Urban,PhD+,Divorced
512425205,50,female,148682,Manufacturing,Urban,High School,Married
512425282,38,female,78099,Services,Urban,Some College,Married
512425299,46,female,60114,Retail,Urban,High School,Married
512425323,30,female,112653,Education,Urban,Bachelor's,Married
512425493,44,male,88846,Healthcare,Suburban,Bachelor's,Married
512425520,47,male,108312,Education,Urban,Master's,Single
512426441,35,female,61419,Technology,Rural,Bachelor's,Married
512426470,32,female,69521,Healthcare,Suburban,Master's,Married
512427117,57,male,97696,Education,Urban,Master's,Divorced
512428855,42,female,55515,Manufacturing,Rural,High School,Married
512428856,26,female,77828,Services,Urban,High School,Married
512429228,45,male,40368,Finance,Suburban,Some College,Married
512429276,41,female,61697,Healthcare,Urban,Bachelor's,Married
512430254,34,male,99888,Finance,Urban,Bachelor's,Married
512431034,52,male,49822,Education,Suburban,Master's,Married
512431421,39,male,113483,Education,Urban,Master's,Married
512431671,31,female,99610,Technology,Suburban,Bachelor's,Married
512431890,34,male,77851,Services,Suburban,High School,Married
512432344,49,male,35651,Retail,Urban,High School,Married
512432515,32,female,63079,Finance,Urban,PhD+,Married
512432656,45,male,108142,Technology,Urban,Bachelor's,Married
512432743,49,male,75860,Technology,Urban,Master's,Divorced
512433595,23,male,86408,Finance,Suburban,Some College,Single
512433596,43,female,34686,Healthcare,Urban,Master's,Single
512434009,50,male,85211,Healthcare,Suburban,Master's,Married
512434953,37,female,28511,Manufacturing,Suburban,High School,Married
512435467,31,male,60969,Technology,Suburban,Master's,Single
512435731,28,female,103813,Healthcare,Rural,Bachelor's,Married
512436724,56,female,121254,Education,Suburban,High School,Divorced
512436976,59,male,77018,Services,Urban,Bachelor's,Divorced
512437102,32,male,25000,Manufacturing,Urban,Some College,Married
512437402,42,female,53193,Education,Suburban,PhD+,Divorced
512437914,23,female,72198,Retail,Urban,PhD+,Single
512438024,42,female,85972,Technology,Suburban,PhD+,Married
512438401,35,male,74477,Finance,Urban,Some College,Married
512438486,62,male,108517,Retail,Urban,High School,Married
512438804,48,female,95746,Education,Rural,Master's,Married
512439323,56,female,81465,Retail,Suburban,High School,Married
512440569,35,female,80233,Technology,Urban,Bachelor's,Married
512440773,27,female,43470,Services,Urban,Some College,Married
512440800,28,male,63072,Technology,Urban,Bachelor's,Divorced
512441062,39,female,65301,Technology,Urban,Some College,Widowed
512441469,34,male,76958,Finance,Urban,Some College,Married
512442409,37,female,41077,Healthcare,Rural,Bachelor's,Married
512443284,18,female,62044,Technology,Urban,Master's,Single
512443612,47,male,108606,Finance,Urban,Bachelor's,Married
512444590,35,female,40308,Education,Urban,Bachelor's,Married
512444616,25,female,48985,Services,Rural,High School,Single
512445072,47,female,94283,Finance,Urban,High School,Married
512445118,31,female,55747,Retail,Suburban,High School,Single
512445284,31,female,65154,Technology,Urban,High School,Single
512445341,44,male,91786,Finance,Urban,Master's,Married
512445621,36,female,51438,Technology,Urban,Master's,Divorced
512445959,26,male,64149,Manufacturing,Urban,Bachelor's,Single
512447480,36,female,86336,Healthcare,Suburban,High School,Single
512447926,42,female,66938,Healthcare,Urban,Bachelor's,Married
512449074,45,female,72879,Education,Rural,PhD+,Married
512450113,38,male,78061,Healthcare,Urban,Master's,Married
512450614,52,female,121659,Finance,Urban,Master's,Married
512451044,41,male,88420,Healthcare,Rural,Master's,Single
512451177,56,male,46279,Manufacturing,Suburban,Bachelor's,Divorced
512451892,47,female,53479,Education,Urban,Bachelor's,Married
512452626,35,male,59128,Finance,Urban,Some College,Married
512452867,30,male,86586,Other,Suburban,Some College,Single
512453409,41,male,85654,Technology,Suburban,Some College,Married
512453644,38,male,84317,Healthcare,Suburban,Master's,Married
512454440,42,female,99842,Technology,Urban,Some College,Divorced
512454644,31,female,83055,Services,Suburban,Some College,Married
512456022,50,female,93124,Technology,Suburban,Bachelor's,Married
512456604,36,female,64371,Education,Urban,Bachelor's,Married
512456747,38,female,50747,Technology,Urban,Bachelor's,Married
512457427,27,female,82831,Healthcare,Urban,Master's,Single
512457797,37,female,55457,Finance,Urban,Master's,Divorced
512458029,48,female,86528,Retail,Urban,High School,Married
512458050,43,male,76692,Finance,Urban,Bachelor's,Married
512458058,32,male,57908,Healthcare,Suburban,Some College,Single
512458557,29,female,60431,Retail,Urban,Bachelor's,Single
512459135,46,female,118946,Technology,Suburban,Master's,Married
512459213,34,female,62672,Healthcare,Urban,Bachelor's,Single
512459252,41,male,72759,Services,Urban,Master's,Married
512460021,51,male,110104,Technology,Urban,PhD+,Married
512460426,41,female,90136,Retail,Suburban,Bachelor's,Married
512460721,41,male,93058,Technology,Urban,Bachelor's,Divorced
512461179,37,female,91377,Services,Urban,Bachelor's,Divorced
512461912,44,female,52019,Technology,Urban,PhD+,Single
512461999,39,male,61974,Finance,Urban,PhD+,Divorced
512463055,30,male,90874,Services,Suburban,Bachelor's,Married
512463550,36,female,106571,Healthcare,Suburban,High School,Married
512464557,29,male,62978,Technology,Urban,Some College,Married
512464702,34,male,124215,Healthcare,Suburban,Some College,Single
512466848,57,male,62479,Education,Suburban,Bachelor's,Married
512467515,29,female,34320,Services,Urban,High School,Single
512467681,51,male,90646,Manufacturing,Urban,Bachelor's,Married
512467995,40,female,126947,Manufacturing,Suburban,PhD+,Married
512468062,48,female,99439,Finance,Urban,Bachelor's,Married
512468806,44,female,70148,Manufacturing,Rural,Bachelor's,Married
512469069,35,male,72590,Education,Suburban,Bachelor's,Single
512470349,41,male,71301,Healthcare,Urban,Bachelor's,Married
512470812,48,male,84709,Technology,Urban,PhD+,Married
512471145,37,male,64404,Education,Suburban,Bachelor's,Divorced
512471454,39,female,68178,Retail,Urban,Some College,Divorced
512473559,48,male,52685,Services,Urban,Some College,Married
512473907,39,female,61738,Other,Urban,PhD+,Married
512474815,45,female,137149,Finance,Urban,Bachelor's,Married
512475207,36,female,69075,Healthcare,Urban,Master's,Married
512475445,47,female,70107,Technology,Rural,PhD+,Divorced
512475538,44,female,101362,Other,Urban,Bachelor's,Married
512476663,49,female,85034,Finance,Urban,Master's,Married
512476864,43,female,79965,Healthcare,Urban,Master's,Married
512477943,38,male,66410,Technology,Suburban,Bachelor's,Single
512478600,40,female,63269,Manufacturing,Rural,Bachelor's,Married
512480069,31,male,25000,Manufacturing,Suburban,High School,Single
512480154,57,female,109613,Healthcare,Urban,Master's,Married
512481744,43,female,58874,Technology,Urban,Master's,Single
512481822,29,male,43981,Services,Urban,Some College,Married
512483288,40,female,80980,Manufacturing,Suburban,Bachelor's,Married
512483305,26,female,68605,Healthcare,Suburban,Master's,Married
512483897,20,female,43269,Services,Suburban,Bachelor's,Single
512484558,41,female,84555,Finance,Suburban,Master's,Married
512484583,32,female,101405,Technology,Suburban,PhD+,Single
512484770,26,female,25000,Services,Urban,High School,Married
512485531,54,female,102517,Technology,Suburban,Master's,Married
512486436,47,female,103761,Technology,Urban,Master's,Divorced
512486593,43,female,100013,Finance,Urban,Master's,Married
512487163,41,male,51566,Retail,Urban,Bachelor's,Married
512487378,32,female,78777,Other,Urban,Bachelor's,Married
512487455,29,female,87411,Technology,Suburban,Master's,Single
512487806,37,male,65869,Healthcare,Suburban,Some College,Married
512488084,30,male,95750,Healthcare,Suburban,High School,Married
512488840,26,female,63417,Other,Rural,Bachelor's,Single
512490311,38,female,95771,Finance,Urban,High School,Married
512490781,50,male,90459,Education,Suburban,Master's,Married
512490835,35,female,67715,Healthcare,Rural,Bachelor's,Married
512491275,42,male,91583,Technology,Suburban,Master's,Married
512491616,34,female,90989,Technology,Suburban,Master's,Single
512492366,27,female,54109,Other,Urban,Bachelor's,Married
512492458,37,female,87038,Education,Suburban,Master's,Married
512493251,48,male,100762,Other,Suburban,PhD+,Married
512493387,57,male,115532,Healthcare,Urban,Master's,Married
512493561,59,female,70542,Manufacturing,Suburban,Master's,Married
512494544,49,male,106078,Manufacturing,Suburban,Bachelor's,Married
512494764,44,female,63140,Retail,Suburban,High School,Single
512494833,46,female,89998,Services,Suburban,Bachelor's,Married
512495736,40,female,59092,Technology,Urban,Master's,Married
512497302,32,male,62650,Technology,Urban,Some College,Married
512497677,26,male,72324,Healthcare,Suburban,Bachelor's,Married
512497779,45,female,63004,Technology,Urban,Bachelor's,Married
512498378,50,male,114466,Finance,Urban,Master's,Divorced
512499077,45,female,44477,Retail,Urban,Some College,Single
512499664,41,male,106284,Technology,Rural,Some College,Married
512500120,40,female,59637,Finance,Urban,Master's,Single
512500203,42,female,85511,Healthcare,Suburban,Some College,Married
512500315,37,female,89516,Technology,Urban,Bachelor's,Single
512502856,46,female,70871,Finance,Urban,Master's,Married
512502918,40,female,81093,Technology,Urban,Master's,Married
512503114,61,female,116875,Technology,Suburban,Some College,Married
512503169,47,male,84601,Finance,Suburban,Master's,Married
512504644,42,female,74539,Healthcare,Suburban,Some College,Divorced
512505364,25,male,55102,Finance,Suburban,Bachelor's,Married
512505390,38,female,71346,Education,Suburban,Bachelor's,Single
512505687,31,female,91826,Technology,Urban,PhD+,Single
512506274,49,female,69935,Services,Urban,High School,Married
512506638,25,male,53852,Retail,Urban,Some College,Married
512506785,40,female,67557,Healthcare,Rural,PhD+,Married
512506955,34,female,75211,Technology,Urban,Some College,Single
512507559,45,male,65173,Healthcare,Urban,PhD+,Married
512508704,38,male,92202,Finance,Urban,Bachelor's,Married
512508821,58,female,96614,Other,Urban,Master's,Married
512509964,47,female,88308,Education,Suburban,Master's,Divorced
512510145,38,female,76074,Manufacturing,Urban,High School,Married
512510226,31,male,40479,Services,Urban,Some College,Married
512511424,29,female,84079,Retail,Urban,Bachelor's,Married
512512039,40,male,74902,Technology,Urban,PhD+,Married
512512582,42,female,72755,Manufacturing,Suburban,High School,Divorced
512512789,36,male,81252,Education,Suburban,Master's,Married
512512802,26,female,77018,Technology,Urban,PhD+,Single
512512837,49,male,130152,Finance,Urban,Master's,Single
512513064,46,female,40886,Services,Urban,High School,Single
512513434,36,male,44330,Technology,Urban,Bachelor's,Married
512513449,39,female,79947,Education,Urban,Master's,Married
512513945,48,male,100099,Technology,Urban,High School,Married
512514093,49,male,38291,Manufacturing,Suburban,Bachelor's,Married
512514233,40,female,94920,Finance,Suburban,Bachelor's,Single
512514279,52,male,68519,Healthcare,Urban,Bachelor's,Divorced
512514542,49,female,104611,Technology,Urban,Bachelor's,Divorced
512515353,43,female,44150,Healthcare,Urban,High School,Single
512516023,48,male,69153,Other,Rural,High School,Divorced
512516193,43,female,67717,Finance,Suburban,Bachelor's,Married
512517308,57,female,120197,Education,Suburban,Bachelor's,Single
512517789,32,female,55691,Healthcare,Suburban,Bachelor's,Married
512518180,37,female,48260,Services,Urban,Bachelor's,Married
512518406,34,male,59418,Services,Urban,Bachelor's,Married
512518943,31,female,69295,Services,Suburban,Some College,Married
512520037,46,female,69521,Manufacturing,Suburban,High School,Divorced
512521824,22,male,69125,Manufacturing,Suburban,High School,Single
512521891,31,female,57065,Healthcare,Suburban,Some College,Married
512522240,55,female,114552,Other,Urban,PhD+,Married
512522470,48,female,120193,Manufacturing,Suburban,Some College,Married
512522992,42,male,48085,Manufacturing,Urban,High School,Married
512523196,38,female,60015,Manufacturing,Suburban,Bachelor's,Married
512523341,43,male,109968,Retail,Urban,Some College,Single
512524061,43,female,47440,Healthcare,Urban,Bachelor's,Married
512524272,58,male,76668,Education,Urban,Bachelor's,Married
512525040,26,male,71755,Technology,Urban,Master's,Married
512525168,39,male,77671,Finance,Urban,Bachelor's,Divorced
512525379,32,male,70244,Finance,Urban,High School,Single
512525825,36,male,42860,Education,Urban,Master's,Married
512526512,27,male,71335,Finance,Suburban,Master's,Married
512527658,39,male,31665,Services,Urban,High School,Single
512528508,51,female,109607,Finance,Suburban,Bachelor's,Divorced
512528514,41,female,82371,Technology,Suburban,Bachelor's,Single
512528734,34,male,81725,Education,Urban,Bachelor's,Single
512529567,41,male,86346,Manufacturing,Suburban,High School,Married
512529634,35,female,33382,Manufacturing,Urban,Some College,Single
512530655,40,female,43054,Technology,Urban,Bachelor's,Married
512531553,38,female,100520,Finance,Urban,Master's,Married
512531609,39,female,79931,Services,Urban,Bachelor's,Married
512532823,33,female,59678,Technology,Urban,PhD+,Married
512533021,47,female,80908,Manufacturing,Rural,High School,Married
512534211,27,male,61584,Finance,Urban,Master's,Married
512534827,41,male,82656,Healthcare,Urban,Master's,Married
512534851,28,male,123309,Retail,Urban,Bachelor's,Single
512534866,39,male,94803,Finance,Urban,Master's,Married
512535315,36,male,85609,Retail,Suburban,High School,Single
512535892,47,male,81355,Technology,Suburban,Master's,Married
512536349,40,male,66905,Healthcare,Urban,Master's,Married
512536788,33,male,68538,Other,Urban,Bachelor's,Single
512537036,33,female,90299,Healthcare,Suburban,Master's,Divorced
512537512,39,female,85268,Technology,Urban,Master's,Married
512538257,39,female,91164,Healthcare,Urban,Some College,Divorced
512539024,35,female,87919,Technology,Urban,Bachelor's,Married
512539512,35,male,89250,Technology,Urban,Some College,Married
512539609,30,female,48738,Technology,Urban,PhD+,Married
512539871,48,male,47945,Finance,Urban,Bachelor's,Married
512539987,46,male,67077,Other,Suburban,Bachelor's,Married
512540265,31,female,72378,Education,Urban,Master's,Divorced
512540286,56,male,113433,Technology,Suburban,Bachelor's,Married
512540923,27,female,65874,Technology,Urban,Master's,Single
512541721,45,female,71886,Finance,Suburban,PhD+,Married
512541900,43,male,67008,Education,Urban,PhD+,Divorced
512541979,26,male,36191,Retail,Suburban,Some College,Married
512542072,42,male,95141,Technology,Suburban,Some College,Married
512542119,45,female,53849,Retail,Suburban,High School,Married
512542757,39,male,56080,Healthcare,Urban,Some College,Divorced
512542830,50,female,93950,Education,Urban,Master's,Married
512543981,40,female,106545,Finance,Urban,PhD+,Married
512544145,47,male,66893,Other,Rural,High School,Divorced
512544226,31,female,53191,Technology,Suburban,Bachelor's,Married
512545516,34,male,48966,Services,Suburban,Bachelor's,Single
512546246,30,female,47563,Technology,Urban,Bachelor's,Married
512546886,39,male,74912,Healthcare,Rural,Master's,Married
512546960,26,male,70826,Technology,Suburban,PhD+,Married
512547528,35,male,54584,Finance,Suburban,Bachelor's,Married
512548262,37,female,69002,Education,Urban,Master's,Single
512548385,43,male,64803,Technology,Urban,PhD+,Married
512549314,41,male,64131,Services,Urban,High School,Married
512549950,42,male,96049,Healthcare,Urban,Master's,Married
512550087,36,female,48878,Finance,Urban,Bachelor's,Single
512550451,31,male,62248,Manufacturing,Suburban,High School,Divorced
512550629,44,male,105003,Technology,Suburban,PhD+,Married
512550770,28,male,35083,Healthcare,Urban,Bachelor's,Single
512550905,39,female,44564,Finance,Urban,Bachelor's,Widowed
512551070,37,female,27994,Manufacturing,Suburban,High School,Married
512551328,43,male,72002,Education,Urban,Bachelor's,Divorced
512551549,44,female,71666,Education,Urban,Master's,Married
512551882,49,female,101082,Retail,Suburban,Bachelor's,Single
512551890,56,female,90183,Healthcare,Suburban,High School,Married
512552343,45,female,101352,Finance,Urban,Bachelor's,Married
512552398,42,female,69379,Technology,Urban,PhD+,Married
512552515,30,female,52291,Other,Suburban,High School,Married
512552554,31,female,49647,Education,Suburban,Bachelor's,Married
512552560,26,female,55577,Technology,Urban,Master's,Married
512553097,30,female,58723,Healthcare,Urban,Bachelor's,Married
512553349,41,female,75112,Manufacturing,Rural,Bachelor's,Married
512553491,21,female,52704,Manufacturing,Urban,High School,Single
512554018,46,female,91684,Technology,Suburban,Bachelor's,Married
512554131,59,male,69808,Finance,Suburban,Master's,Married
512554409,47,male,80028,Technology,Urban,Bachelor's,Married
512554503,45,male,66866,Education,Suburban,Some College,Single
512554512,57,male,135014,Finance,Urban,Some College,Single
512555050,48,female,35840,Services,Suburban,High School,Married
512556030,37,male,36451,Education,Suburban,Master's,Married
512556316,39,male,55951,Technology,Urban,Master's,Married
512557138,47,male,82461,Healthcare,Urban,Some College,Divorced
512557353,29,male,82874,Healthcare,Suburban,Master's,Single
512557822,54,male,114219,Healthcare,Urban,Master's,Divorced
512557935,48,female,111029,Finance,Urban,High School,Divorced
512558525,34,male,87619,Manufacturing,Urban,Master's,Married
512558699,39,female,58757,Finance,Suburban,Master's,Married
512558829,46,male,84242,Technology,Urban,PhD+,Married
512559158,40,female,59348,Healthcare,Urban,Bachelor's,Married
512559274,45,female,112463,Services,Urban,High School,Married
512559426,29,female,49128,Services,Suburban,High School,Married
512560023,31,female,86892,Services,Suburban,Master's,Single
512560147,31,male,69031,Retail,Urban,Bachelor's,Married
512560158,47,female,54926,Retail,Suburban,High School,Married
512560372,39,female,93914,Other,Rural,High School,Married
512560514,41,male,71180,Technology,Urban,Master's,Married
512560613,44,female,102697,Education,Suburban,Master's,Married
512560668,47,male,83350,Finance,Urban,Bachelor's,Married
512560916,36,male,68613,Finance,Suburban,Master's,Married
512561104,38,female,87058,Technology,Urban,High School,Married
512561138,38,male,61099,Retail,Rural,High School,Married
512561744,40,male,107798,Finance,Urban,Master's,Married
512563562,34,male,72488,Finance,Urban,Bachelor's,Married
512564712,52,male,83076,Finance,Urban,Master's,Single
512564863,35,male,102555,Finance,Urban,PhD+,Married
512564971,44,female,93176,Healthcare,Urban,Bachelor's,Divorced
512565136,36,female,71883,Other,Urban,Bachelor's,Married
512565833,55,male,92679,Manufacturing,Suburban,High School,Married
512567688,35,female,57187,Finance,Urban,Master's,Married
512567858,34,female,60827,Manufacturing,Urban,Some College,Married
512568250,41,female,73361,Finance,Urban,Master's,Married
512568618,39,male,72018,Finance,Urban,Master's,Married
512568937,52,male,83450,Healthcare,Suburban,Bachelor's,Single
512569136,33,male,78970,Technology,Urban,Master's,Married
512569391,37,female,99255,Finance,Urban,Bachelor's,Single
512569703,49,female,87002,Healthcare,Urban,Some College,Married
512569776,37,female,89757,Finance,Suburban,PhD+,Divorced
512571630,45,male,51838,Finance,Urban,Master's,Married
512572171,36,male,95743,Technology,Urban,Master's,Married
512572261,31,male,99431,Education,Suburban,Bachelor's,Single
512572361,38,female,89681,Healthcare,Urban,High School,Married
512572695,48,male,88498,Healthcare,Suburban,Bachelor's,Divorced
512572702,45,female,73048,Healthcare,Urban,PhD+,Married
512572829,31,male,51458,Technology,Suburban,Bachelor's,Married
512576856,48,female,82658,Technology,Urban,Master's,Married
512576952,38,male,97827,Healthcare,Suburban,Master's,Married
