product_id,category_id,category_code,brand,price
1003418,2053013555631882655,electronics.smartphone,honor,180.16
1003428,2053013555631882655,electronics.smartphone,meizu,408.65
1003441,2053013555631882655,electronics.smartphone,nokia,406.65
1003442,2053013555631882655,electronics.smartphone,sony,205.85
1003447,2053013555631882655,electronics.smartphone,nokia,112.74
1003456,2053013555631882655,electronics.smartphone,vertex,102.71
1003461,2053013555631882655,electronics.smartphone,xiaomi,489.07
1003475,2053013555631882655,electronics.smartphone,google,769.38
1003484,2053013555631882655,electronics.smartphone,xiaomi,169.35
1003489,2053013555631882655,electronics.smartphone,,205.64
1003499,2053013555631882655,electronics.smartphone,oneplus,461.6
1003509,2053013555631882655,electronics.smartphone,xiaomi,175.1
1003523,2053013555631882655,electronics.smartphone,zte,136.43
1003525,2053013555631882655,electronics.smartphone,oneplus,411.26
1003527,2053013555631882655,electronics.smartphone,xiaomi,200.96
1003532,2053013555631882655,electronics.smartphone,samsung,360.11
1003533,2053013555631882655,electronics.smartphone,samsung,460.5
1003534,2053013555631882655,electronics.smartphone,samsung,463.31
1003535,2053013555631882655,electronics.smartphone,samsung,460.5
1003549,2053013555631882655,electronics.smartphone,samsung,411.59
1003551,2053013555631882655,electronics.smartphone,xiaomi,437.59
1003566,2053013555631882655,electronics.smartphone,xiaomi,483.39
1003571,2053013555631882655,electronics.smartphone,xiaomi,250.87
1003592,2053013555631882655,electronics.smartphone,meizu,151.1
1003599,2053013555631882655,electronics.smartphone,oppo,231.67
1003611,2053013555631882655,electronics.smartphone,meizu,150.97
1003612,2053013555631882655,electronics.smartphone,meizu,214.4
1003613,2053013555631882655,electronics.smartphone,doogee,154.42
1003614,2053013555631882655,electronics.smartphone,doogee,154.19
1003636,2053013555631882655,electronics.smartphone,xiaomi,483.47
1003656,2053013555631882655,electronics.smartphone,xiaomi,227.79
1003665,2053013555631882655,electronics.smartphone,xiaomi,129.52
1003705,2053013555631882655,electronics.smartphone,huawei,154.42
1003706,2053013555631882655,electronics.smartphone,huawei,172.45
1003707,2053013555631882655,electronics.smartphone,huawei,177.61
1003709,2053013555631882655,electronics.smartphone,samsung,772.17
1003710,2053013555631882655,electronics.smartphone,samsung,643.49
1003712,2053013555631882655,electronics.smartphone,samsung,720.22
1003713,2053013555631882655,electronics.smartphone,samsung,720.46
1003714,2053013555631882655,electronics.smartphone,samsung,720.46
1003726,2053013555631882655,electronics.smartphone,sony,128.42
1003734,2053013555631882655,electronics.smartphone,lg,204.64
1003747,2053013555631882655,electronics.smartphone,sony,282.81
1003752,2053013555631882655,electronics.smartphone,sony,257.38
1003756,2053013555631882655,electronics.smartphone,nokia,72.28
1003760,2053013555631882655,electronics.smartphone,sony,488.56
1003768,2053013555631882655,electronics.smartphone,huawei,434.76
1003769,2053013555631882655,electronics.smartphone,huawei,434.76
1003770,2053013555631882655,electronics.smartphone,huawei,306.54
1003771,2053013555631882655,electronics.smartphone,huawei,231.38
1003772,2053013555631882655,electronics.smartphone,huawei,257.12
1003777,2053013555631882655,electronics.smartphone,nokia,254.83
1003778,2053013555631882655,electronics.smartphone,nokia,254.83
1003793,2053013555631882655,electronics.smartphone,meizu,225.42
1003798,2053013555631882655,electronics.smartphone,nokia,630.65
1003800,2053013555631882655,electronics.smartphone,apple,770.93
1003801,2053013555631882655,electronics.smartphone,apple,635.1
1003811,2053013555631882655,electronics.smartphone,honor,179.93
1003815,2053013555631882655,electronics.smartphone,huawei,772.19
1003855,2053013555631882655,electronics.smartphone,xiaomi,142.86
1003856,2053013555631882655,electronics.smartphone,xiaomi,167.06
1003862,2053013555631882655,electronics.smartphone,xiaomi,253.52
1003864,2053013555631882655,electronics.smartphone,oppo,231.67
1003869,2053013555631882655,electronics.smartphone,xiaomi,167.02
1003870,2053013555631882655,electronics.smartphone,xiaomi,173.46
1003877,2053013555631882655,electronics.smartphone,prestigio,65.94
1003878,2053013555631882655,electronics.smartphone,prestigio,50.94
1003879,2053013555631882655,electronics.smartphone,huawei,540.3
1003883,2053013555631882655,electronics.smartphone,xiaomi,180.16
1003890,2053013555631882655,electronics.smartphone,xiaomi,231.92
1003892,2053013555631882655,electronics.smartphone,xiaomi,144.57
1003894,2053013555631882655,electronics.smartphone,lg,344.9
1003896,2053013555631882655,electronics.smartphone,xiaomi,477.98
1003898,2053013555631882655,electronics.smartphone,oneplus,540.3
1003901,2053013555631882655,electronics.smartphone,xiaomi,489.07
1003906,2053013555631882655,electronics.smartphone,huawei,123.07
1003907,2053013555631882655,electronics.smartphone,huawei,151.87
1003910,2053013555631882655,electronics.smartphone,nokia,118.1
1003931,2053013555631882655,electronics.smartphone,texet,67.18
1003934,2053013555631882655,electronics.smartphone,lg,344.9
1003936,2053013555631882655,electronics.smartphone,xiaomi,437.33
1003942,2053013555631882655,electronics.smartphone,xiaomi,187.22
1003943,2053013555631882655,electronics.smartphone,xiaomi,175.95
1003948,2053013555631882655,electronics.smartphone,inoi,46.05
1003949,2053013555631882655,electronics.smartphone,inoi,52.47
1003954,2053013555631882655,electronics.smartphone,oneplus,644.99
1003965,2053013555631882655,electronics.smartphone,samsung,720.45
1003966,2053013555631882655,electronics.smartphone,samsung,720.48
1003973,2053013555631882655,electronics.smartphone,samsung,563.7
1003981,2053013555631882655,electronics.smartphone,doogee,70.82
1003982,2053013555631882655,electronics.smartphone,huawei,115.55
1003983,2053013555631882655,electronics.smartphone,huawei,102.94
1003991,2053013555631882655,electronics.smartphone,lg,216.2
1003992,2053013555631882655,electronics.smartphone,lg,216.2
1003997,2053013555631882655,electronics.smartphone,xiaomi,251.8
1004014,2053013555631882655,electronics.smartphone,nokia,204.64
1004015,2053013555631882655,electronics.smartphone,samsung,694.72
1004016,2053013555631882655,electronics.smartphone,samsung,589.44
1004026,2053013555631882655,electronics.smartphone,xiaomi,153.67
1004033,2053013555631882655,electronics.smartphone,meizu,203.35
1004035,2053013555631882655,electronics.smartphone,nokia,128.42
1004038,2053013555631882655,electronics.smartphone,xiaomi,154.26
1004042,2053013555631882655,electronics.smartphone,xiaomi,138.74
1004059,2053013555631882655,electronics.smartphone,xiaomi,378.13
1004060,2053013555631882655,electronics.smartphone,xiaomi,320.42
1004062,2053013555631882655,electronics.smartphone,xiaomi,372.98
1004077,2053013555631882655,electronics.smartphone,xiaomi,407.24
1004078,2053013555631882655,electronics.smartphone,xiaomi,409.02
1004080,2053013555631882655,electronics.smartphone,xiaomi,409.28
1004090,2053013555631882655,electronics.smartphone,irbis,46.03
1004095,2053013555631882655,electronics.smartphone,irbis,57.08
1004097,2053013555631882655,electronics.smartphone,texet,114.45
1004099,2053013555631882655,electronics.smartphone,bq,72.05
1004104,2053013555631882655,electronics.smartphone,bq,174.53
1004111,2053013555631882655,electronics.smartphone,bq,121.73
1004120,2053013555631882655,electronics.smartphone,bq,69.22
1004124,2053013555631882655,electronics.smartphone,bq,63.39
1004129,2053013555631882655,electronics.smartphone,xiaomi,149.3
1004133,2053013555631882655,electronics.smartphone,xiaomi,136.37
1004136,2053013555631882655,electronics.smartphone,xiaomi,143.89
1004139,2053013555631882655,electronics.smartphone,xiaomi,102.16
1004140,2053013555631882655,electronics.smartphone,xiaomi,117.87
1004142,2053013555631882655,electronics.smartphone,xiaomi,205.67
1004143,2053013555631882655,electronics.smartphone,xiaomi,138.74
1004144,2053013555631882655,electronics.smartphone,xiaomi,167.29
1004145,2053013555631882655,electronics.smartphone,xiaomi,172.68
1004147,2053013555631882655,electronics.smartphone,xiaomi,92.61
1004149,2053013555631882655,electronics.smartphone,xiaomi,328.69
1004152,2053013555631882655,electronics.smartphone,meizu,115.83
1004155,2053013555631882655,electronics.smartphone,meizu,115.58
1004156,2053013555631882655,electronics.smartphone,xiaomi,149.3
1004158,2053013555631882655,electronics.smartphone,samsung,682.13
1004159,2053013555631882655,electronics.smartphone,samsung,1253.08
1004161,2053013555631882655,electronics.smartphone,xiaomi,87.49
1004163,2053013555631882655,electronics.smartphone,samsung,229.07
1004166,2053013555631882655,electronics.smartphone,xiaomi,153.49
1004173,2053013555631882655,electronics.smartphone,xiaomi,164.36
1004174,2053013555631882655,electronics.smartphone,tp-link,94.98
1004184,2053013555631882655,electronics.smartphone,xiaomi,463.13
1004185,2053013555631882655,electronics.smartphone,meizu,334.37
1004197,2053013555631882655,electronics.smartphone,meizu,115.81
1004199,2053013555631882655,electronics.smartphone,xiaomi,308.63
1004205,2053013555631882655,electronics.smartphone,xiaomi,136.17
1004208,2053013555631882655,electronics.smartphone,inoi,63.49
1004209,2053013555631882655,electronics.smartphone,samsung,88.26
1004210,2053013555631882655,electronics.smartphone,samsung,89.21
1004211,2053013555631882655,electronics.smartphone,samsung,88.29
1004213,2053013555631882655,electronics.smartphone,xiaomi,553.42
1004215,2053013555631882655,electronics.smartphone,huawei,102.94
1004219,2053013555631882655,electronics.smartphone,xiaomi,385.85
1004223,2053013555631882655,electronics.smartphone,prestigio,71.82
1004224,2053013555631882655,electronics.smartphone,xiaomi,435.02
1004225,2053013555631882655,electronics.smartphone,apple,998.74
1004226,2053013555631882655,electronics.smartphone,apple,990.73
1004227,2053013555631882655,electronics.smartphone,apple,1000.77
1004228,2053013555631882655,electronics.smartphone,apple,1096.29
1004229,2053013555631882655,electronics.smartphone,apple,1127.06
1004230,2053013555631882655,electronics.smartphone,apple,1106.49
1004231,2053013555631882655,electronics.smartphone,apple,1314.54
1004232,2053013555631882655,electronics.smartphone,apple,1315.44
1004233,2053013555631882655,electronics.smartphone,apple,1296.8
1004234,2053013555631882655,electronics.smartphone,apple,1091.3
1004235,2053013555631882655,electronics.smartphone,apple,1310.2
1004236,2053013555631882655,electronics.smartphone,apple,1325.39
1004237,2053013555631882655,electronics.smartphone,apple,1091.33
1004238,2053013555631882655,electronics.smartphone,apple,1208.01
1004239,2053013555631882655,electronics.smartphone,apple,1415.2
1004240,2053013555631882655,electronics.smartphone,apple,1054.31
1004241,2053013555631882655,electronics.smartphone,apple,1169.56
1004242,2053013555631882655,electronics.smartphone,apple,1387.4
1004243,2053013555631882655,electronics.smartphone,apple,756.41
1004244,2053013555631882655,electronics.smartphone,apple,794.74
1004245,2053013555631882655,electronics.smartphone,apple,1029.6
1004246,2053013555631882655,electronics.smartphone,apple,749.67
1004247,2053013555631882655,electronics.smartphone,apple,793.84
1004248,2053013555631882655,electronics.smartphone,apple,952.12
1004249,2053013555631882655,electronics.smartphone,apple,722.4
1004250,2053013555631882655,electronics.smartphone,apple,783.31
1004251,2053013555631882655,electronics.smartphone,apple,1003.63
1004252,2053013555631882655,electronics.smartphone,apple,747.23
1004253,2053013555631882655,electronics.smartphone,apple,776.08
1004254,2053013555631882655,electronics.smartphone,apple,1015.44
1004255,2053013555631882655,electronics.smartphone,apple,769.36
1004256,2053013555631882655,electronics.smartphone,apple,775.8
1004258,2053013555631882655,electronics.smartphone,apple,732.07
1004259,2053013555631882655,electronics.smartphone,apple,785.75
1004260,2053013555631882655,electronics.smartphone,apple,1029.29
1004266,2053013555631882655,electronics.smartphone,inoi,71.28
1004277,2053013555631882655,electronics.smartphone,bq,40.13
1004279,2053013555631882655,electronics.smartphone,bq,47.59
1004284,2053013555631882655,electronics.smartphone,bq,50.43
1004288,2053013555631882655,electronics.smartphone,bq,73.43
1004296,2053013555631882655,electronics.smartphone,bq,83.27
1004302,2053013555631882655,electronics.smartphone,bq,110.14
1004307,2053013555631882655,electronics.smartphone,honor,308.63
1004309,2053013555631882655,electronics.smartphone,prestigio,50.94
1004317,2053013555631882655,electronics.smartphone,meizu,159.26
1004318,2053013555631882655,electronics.smartphone,nokia,326.13
1004320,2053013555631882655,electronics.smartphone,xiaomi,256.71
1004321,2053013555631882655,electronics.smartphone,huawei,334.37
1004322,2053013555631882655,electronics.smartphone,huawei,334.37
1004340,2053013555631882655,electronics.smartphone,meizu,118.15
1004341,2053013555631882655,electronics.smartphone,meizu,199.72
1004342,2053013555631882655,electronics.smartphone,meizu,118.15
1004349,2053013555631882655,electronics.smartphone,bq,129.94
1004350,2053013555631882655,electronics.smartphone,bq,66.13
1004356,2053013555631882655,electronics.smartphone,apple,1389.74
1004357,2053013555631882655,electronics.smartphone,apple,1338.52
1004359,2053013555631882655,electronics.smartphone,apple,1685.76
1004361,2053013555631882655,electronics.smartphone,apple,1081.08
1004362,2053013555631882655,electronics.smartphone,apple,1206.98
1004363,2053013555631882655,electronics.smartphone,apple,1209.55
1004372,2053013555631882655,electronics.smartphone,honor,378.39
1004385,2053013555631882655,electronics.smartphone,oppo,776.08
1004386,2053013555631882655,electronics.smartphone,oppo,776.08
1004388,2053013555631882655,electronics.smartphone,sony,591.78
1004393,2053013555631882655,electronics.smartphone,sony,257.12
1004394,2053013555631882655,electronics.smartphone,sony,282.89
1004395,2053013555631882655,electronics.smartphone,sony,257.12
1004400,2053013555631882655,electronics.smartphone,bq,70.98
1004402,2053013555631882655,electronics.smartphone,xiaomi,178.9
1004403,2053013555631882655,electronics.smartphone,xiaomi,185.0
1004404,2053013555631882655,electronics.smartphone,xiaomi,176.31
1004405,2053013555631882655,electronics.smartphone,xiaomi,176.32
1004406,2053013555631882655,electronics.smartphone,xiaomi,182.24
1004409,2053013555631882655,electronics.smartphone,doogee,64.09
1004426,2053013555631882655,electronics.smartphone,samsung,190.46
1004428,2053013555631882655,electronics.smartphone,huawei,785.09
1004433,2053013555631882655,electronics.smartphone,samsung,313.78
1004434,2053013555631882655,electronics.smartphone,samsung,280.83
1004436,2053013555631882655,electronics.smartphone,samsung,190.46
1004440,2053013555631882655,electronics.smartphone,meizu,369.72
1004441,2053013555631882655,electronics.smartphone,apple,1685.76
1004442,2053013555631882655,electronics.smartphone,xiaomi,177.61
1004444,2053013555631882655,electronics.smartphone,bq,40.13
1004445,2053013555631882655,electronics.smartphone,bq,40.13
1004446,2053013555631882655,electronics.smartphone,samsung,89.32
1004449,2053013555631882655,electronics.smartphone,xiaomi,218.49
1004450,2053013555631882655,electronics.smartphone,xiaomi,218.72
1004454,2053013555631882655,electronics.smartphone,meizu,334.35
1004455,2053013555631882655,electronics.smartphone,meizu,360.34
1004460,2053013555631882655,electronics.smartphone,xiaomi,268.99
1004461,2053013555631882655,electronics.smartphone,xiaomi,267.45
1004462,2053013555631882655,electronics.smartphone,huawei,91.61
1004467,2053013555631882655,electronics.smartphone,doogee,67.33
1004468,2053013555631882655,electronics.smartphone,doogee,70.86
1004475,2053013555631882655,electronics.smartphone,blackberry,308.63
1004491,2053013555631882655,electronics.smartphone,jinga,74.59
1004494,2053013555631882655,electronics.smartphone,xiaomi,177.35
1004495,2053013555631882655,electronics.smartphone,meizu,69.24
1004496,2053013555631882655,electronics.smartphone,meizu,71.82
1004497,2053013555631882655,electronics.smartphone,nokia,160.85
1004502,2053013555631882655,electronics.smartphone,oppo,514.79
1004503,2053013555631882655,electronics.smartphone,oppo,514.56
1004505,2053013555631882655,electronics.smartphone,xiaomi,553.17
1004523,2053013555631882655,electronics.smartphone,nokia,161.88
1004525,2053013555631882655,electronics.smartphone,nokia,141.29
1004528,2053013555631882655,electronics.smartphone,samsung,414.91
1004529,2053013555631882655,electronics.smartphone,samsung,396.15
1004530,2053013555631882655,electronics.smartphone,samsung,396.15
1004531,2053013555631882655,electronics.smartphone,samsung,514.53
1004532,2053013555631882655,electronics.smartphone,doogee,128.68
1004533,2053013555631882655,electronics.smartphone,doogee,128.68
1004536,2053013555631882655,electronics.smartphone,huawei,746.22
1004542,2053013555631882655,electronics.smartphone,tp-link,102.7
1004544,2053013555631882655,electronics.smartphone,huawei,488.79
1004545,2053013555631882655,electronics.smartphone,huawei,609.8
1004553,2053013555631882655,electronics.smartphone,inoi,61.22
1004562,2053013555631882655,electronics.smartphone,meizu,113.26
1004564,2053013555631882655,electronics.smartphone,meizu,128.45
1004565,2053013555631882655,electronics.smartphone,huawei,164.95
1004566,2053013555631882655,electronics.smartphone,huawei,164.8
1004567,2053013555631882655,electronics.smartphone,bq,47.59
1004573,2053013555631882655,electronics.smartphone,samsung,589.44
1004574,2053013555631882655,electronics.smartphone,samsung,563.7
1004575,2053013555631882655,electronics.smartphone,xiaomi,478.52
1004578,2053013555631882655,electronics.smartphone,oppo,231.64
1004579,2053013555631882655,electronics.smartphone,irbis,94.26
1004582,2053013555631882655,electronics.smartphone,meizu,128.45
1004583,2053013555631882655,electronics.smartphone,google,769.35
1004585,2053013555631882655,electronics.smartphone,jinga,68.93
1004587,2053013555631882655,electronics.smartphone,inoi,61.49
1004588,2053013555631882655,electronics.smartphone,inoi,77.2
1004589,2053013555631882655,electronics.smartphone,inoi,61.1
1004611,2053013555631882655,electronics.smartphone,bq,71.28
1004613,2053013555631882655,electronics.smartphone,bq,70.25
1004615,2053013555631882655,electronics.smartphone,bq,46.8
1004617,2053013555631882655,electronics.smartphone,xiaomi,499.37
1004625,2053013555631882655,electronics.smartphone,fly,43.73
1004627,2053013555631882655,electronics.smartphone,inoi,38.12
1004647,2053013555631882655,electronics.smartphone,huawei,514.53
1004648,2053013555631882655,electronics.smartphone,samsung,589.2
1004650,2053013555631882655,electronics.smartphone,samsung,616.16
1004653,2053013555631882655,electronics.smartphone,samsung,588.92
1004655,2053013555631882655,electronics.smartphone,samsung,744.87
1004657,2053013555631882655,electronics.smartphone,samsung,797.64
1004659,2053013555631882655,electronics.smartphone,samsung,716.53
1004661,2053013555631882655,electronics.smartphone,samsung,884.51
1004662,2053013555631882655,electronics.smartphone,samsung,1158.05
1004663,2053013555631882655,electronics.smartphone,samsung,898.32
1004665,2053013555631882655,electronics.smartphone,samsung,782.22
1004666,2053013555631882655,electronics.smartphone,samsung,1156.79
1004668,2053013555631882655,electronics.smartphone,bq,112.17
1004669,2053013555631882655,electronics.smartphone,xiaomi,74.39
1004670,2053013555631882655,electronics.smartphone,samsung,1286.75
1004671,2053013555631882655,electronics.smartphone,samsung,1415.45
1004679,2053013555631882655,electronics.smartphone,inoi,71.28
1004680,2053013555631882655,electronics.smartphone,tp-link,71.82
1004683,2053013555631882655,electronics.smartphone,bq,40.13
1004694,2053013555631882655,electronics.smartphone,bq,122.34
1004696,2053013555631882655,electronics.smartphone,bq,113.23
1004698,2053013555631882655,electronics.smartphone,bq,95.21
1004701,2053013555631882655,electronics.smartphone,bq,133.83
1004703,2053013555631882655,electronics.smartphone,bq,137.94
1004704,2053013555631882655,electronics.smartphone,bq,97.79
1004708,2053013555631882655,electronics.smartphone,huawei,151.98
1004709,2053013555631882655,electronics.smartphone,huawei,149.28
1004711,2053013555631882655,electronics.smartphone,haier,38.59
1004713,2053013555631882655,electronics.smartphone,haier,77.2
1004714,2053013555631882655,electronics.smartphone,haier,115.81
1004715,2053013555631882655,electronics.smartphone,haier,123.53
1004716,2053013555631882655,electronics.smartphone,haier,172.43
1004717,2053013555631882655,electronics.smartphone,haier,46.31
1004718,2053013555631882655,electronics.smartphone,haier,64.33
1004720,2053013555631882655,electronics.smartphone,huawei,125.61
1004721,2053013555631882655,electronics.smartphone,asus,141.55
1004723,2053013555631882655,electronics.smartphone,huawei,125.61
1004724,2053013555631882655,electronics.smartphone,bq,119.67
1004727,2053013555631882655,electronics.smartphone,sony,179.67
1004728,2053013555631882655,electronics.smartphone,sony,179.67
1004729,2053013555631882655,electronics.smartphone,sony,179.67
1004730,2053013555631882655,electronics.smartphone,sony,296.02
1004732,2053013555631882655,electronics.smartphone,sony,385.6
1004733,2053013555631882655,electronics.smartphone,sony,385.83
1004734,2053013555631882655,electronics.smartphone,sony,385.2
1004735,2053013555631882655,electronics.smartphone,sony,462.82
1004736,2053013555631882655,electronics.smartphone,sony,462.82
1004737,2053013555631882655,electronics.smartphone,sony,462.82
1004738,2053013555631882655,electronics.smartphone,sony,463.05
1004739,2053013555631882655,electronics.smartphone,xiaomi,203.09
1004740,2053013555631882655,electronics.smartphone,xiaomi,218.51
1004741,2053013555631882655,electronics.smartphone,xiaomi,189.97
1004742,2053013555631882655,electronics.smartphone,honor,463.07
1004743,2053013555631882655,electronics.smartphone,xiaomi,72.05
1004748,2053013555631882655,electronics.smartphone,huawei,125.61
1004749,2053013555631882655,electronics.smartphone,samsung,193.02
1004750,2053013555631882655,electronics.smartphone,samsung,195.03
1004751,2053013555631882655,electronics.smartphone,samsung,195.06
1004753,2053013555631882655,electronics.smartphone,honor,231.64
1004754,2053013555631882655,electronics.smartphone,honor,231.64
1004756,2053013555631882655,electronics.smartphone,meizu,87.12
1004757,2053013555631882655,electronics.smartphone,meizu,87.08
1004759,2053013555631882655,electronics.smartphone,doogee,101.01
1004760,2053013555631882655,electronics.smartphone,doogee,94.96
1004766,2053013555631882655,electronics.smartphone,samsung,242.72
1004767,2053013555631882655,electronics.smartphone,samsung,242.63
1004768,2053013555631882655,electronics.smartphone,samsung,242.39
1004775,2053013555631882655,electronics.smartphone,xiaomi,183.27
1004776,2053013555631882655,electronics.smartphone,xiaomi,186.62
1004777,2053013555631882655,electronics.smartphone,xiaomi,135.01
1004781,2053013555631882655,electronics.smartphone,huawei,254.66
1004784,2053013555631882655,electronics.smartphone,meizu,179.93
1004785,2053013555631882655,electronics.smartphone,huawei,266.0
1004787,2053013555631882655,electronics.smartphone,xiaomi,514.79
1004788,2053013555631882655,electronics.smartphone,xiaomi,138.71
1004790,2053013555631882655,electronics.smartphone,huawei,334.6
1004791,2053013555631882655,electronics.smartphone,xiaomi,167.29
1004792,2053013555631882655,electronics.smartphone,xiaomi,478.26
1004793,2053013555631882655,electronics.smartphone,xiaomi,448.35
1004794,2053013555631882655,electronics.smartphone,xiaomi,218.54
1004795,2053013555631882655,electronics.smartphone,xiaomi,218.54
1004797,2053013555631882655,electronics.smartphone,xiaomi,339.75
1004798,2053013555631882655,electronics.smartphone,haier,128.68
1004799,2053013555631882655,electronics.smartphone,haier,128.68
1004800,2053013555631882655,electronics.smartphone,haier,123.53
1004801,2053013555631882655,electronics.smartphone,haier,126.1
1004802,2053013555631882655,electronics.smartphone,haier,92.64
1004805,2053013555631882655,electronics.smartphone,xiaomi,167.29
1004806,2053013555631882655,electronics.smartphone,xiaomi,385.83
1004807,2053013555631882655,electronics.smartphone,xiaomi,334.37
1004808,2053013555631882655,electronics.smartphone,xiaomi,169.63
1004809,2053013555631882655,electronics.smartphone,xiaomi,123.53
1004810,2053013555631882655,electronics.smartphone,honor,154.42
1004811,2053013555631882655,electronics.smartphone,honor,154.19
1004812,2053013555631882655,electronics.smartphone,honor,154.42
1004813,2053013555631882655,electronics.smartphone,honor,231.64
1004814,2053013555631882655,electronics.smartphone,honor,218.77
1004815,2053013555631882655,electronics.smartphone,honor,218.77
1004817,2053013555631882655,electronics.smartphone,honor,477.49
1004819,2053013555631882655,electronics.smartphone,xiaomi,182.44
1004822,2053013555631882655,electronics.smartphone,bq,39.36
1004827,2053013555631882655,electronics.smartphone,doogee,208.76
1004829,2053013555631882655,electronics.smartphone,gionee,74.39
1004830,2053013555631882655,electronics.smartphone,gionee,74.39
1004831,2053013555631882655,electronics.smartphone,oneplus,836.57
1004833,2053013555631882655,electronics.smartphone,samsung,172.23
1004834,2053013555631882655,electronics.smartphone,samsung,172.14
1004835,2053013555631882655,electronics.smartphone,samsung,223.94
1004836,2053013555631882655,electronics.smartphone,samsung,229.9
1004837,2053013555631882655,electronics.smartphone,xiaomi,334.6
1004838,2053013555631882655,electronics.smartphone,oppo,178.87
1004839,2053013555631882655,electronics.smartphone,oppo,179.12
