event_time,event_type,product_id,user_id,user_session
2019-11-01 03:20:10 UTC,view,19200008,514727164,646d6413-3492-efea-6346-df5c00b6888f
2019-11-01 03:23:52 UTC,view,6200978,513443507,61b3c341-cd21-4e8b-86c4-a06912edfea8
2019-11-01 03:24:12 UTC,view,3600231,565614627,ed2ed2b4-d363-4ba3-9d18-63ce7d7037f1
2019-11-01 03:24:24 UTC,view,1005252,513386644,5627eeaa-2b62-4226-b7c3-8201cdca4e19
2019-11-01 03:24:41 UTC,view,1002629,556612634,24961494-827f-4c0e-8a61-76e6f49d9460
2019-11-01 03:26:32 UTC,view,17200031,512393343,d532a2b1-81ca-495b-96f5-1d4f858521aa
2019-11-01 03:26:49 UTC,view,4803878,560793757,e8937292-7db5-4ffd-b890-f22438803f0b
2019-11-01 03:29:50 UTC,view,4804660,514074113,40902eeb-4fa3-49d5-8294-82f5241d6b92
2019-11-01 03:30:02 UTC,view,1004788,530337676,bfd43599-916b-4e8d-848d-6010a0b4a156
2019-11-01 03:30:24 UTC,view,1005023,553372277,624a3ff1-4e7b-4cf0-b4a7-7c4db6be4c53
2019-11-01 03:31:51 UTC,purchase,1005008,514074113,40902eeb-4fa3-49d5-8294-82f5241d6b92
2019-11-01 03:32:42 UTC,view,17800259,551672351,49715752-1cd4-42af-84dc-3175f56100e3
2019-11-01 03:35:14 UTC,view,1005238,553372277,624a3ff1-4e7b-4cf0-b4a7-7c4db6be4c53
2019-11-01 03:35:57 UTC,view,1004544,513578305,0ff5c409-d88f-47aa-8c3d-d7c45753fa79
2019-11-01 03:44:49 UTC,view,1004794,527681959,6d1e1022-fc50-43c3-9473-cd1e76a64eef
2019-11-01 03:45:25 UTC,view,14700575,516974847,2e4fa51f-4177-4e97-b6d2-2650ff84afe6
2019-11-01 03:46:44 UTC,view,17800272,515784126,b57c8637-03c3-4965-9765-ee166139a031
2019-11-01 03:47:23 UTC,view,1004653,545371018,32c1c709-40c0-4376-bfab-fbbccc851a20
2019-11-01 03:52:02 UTC,view,1004246,514893707,cdeb06c7-4fc6-461f-a9ef-60a605f5b671
2019-11-01 03:52:53 UTC,view,3601298,557649509,94743b27-8618-4af6-afc8-01a89f262177
2019-11-01 03:53:31 UTC,view,1801766,513849031,1e696ea8-d496-4a09-960e-54acfeb715e8
2019-11-01 03:53:37 UTC,view,1005181,513849031,1e696ea8-d496-4a09-960e-54acfeb715e8
2019-11-01 03:54:27 UTC,view,3600717,557649509,94743b27-8618-4af6-afc8-01a89f262177
2019-11-01 03:54:50 UTC,view,1004856,512934756,d5f3dd23-2ca0-4fbd-9d52-b986a33ae232
2019-11-01 03:56:14 UTC,view,12200998,515505873,8a03835b-0b3d-4f6b-b770-c883b683360c
2019-11-01 03:56:59 UTC,view,1004843,519706187,ec5cf86a-4bf6-443a-ab97-71347f0b84b0
2019-11-01 03:59:34 UTC,view,1004433,515443224,4aa3ddb7-89e3-4910-a886-2a92c6592d52
2019-11-01 04:01:08 UTC,view,17200971,566076838,a270d2c7-8a23-4b58-a96e-d261cabe4f07
2019-11-01 04:01:30 UTC,view,1004741,527681959,9c46c27e-027e-4271-8afb-876b557e50d8
2019-11-01 04:04:55 UTC,purchase,28300572,548838733,3fc3483b-0908-4dd8-9837-38c20f84563b
2019-11-01 04:06:35 UTC,view,1306245,566187362,9d5fb650-f3a7-4974-b439-4787be993c0b
2019-11-01 04:07:27 UTC,view,1802008,540627956,d12d7cbb-00df-4728-b346-9692d03c4a76
2019-11-01 04:07:32 UTC,view,17800471,516380237,0341fa9e-5413-485e-8489-5722ea249a3b
2019-11-01 04:08:50 UTC,view,1005100,512407916,dd6f64ff-3402-451f-b938-dc42554d3e06
2019-11-01 04:12:06 UTC,view,2501799,517104366,322a5186-8cf4-4492-a29e-a67a32cf6cf1
2019-11-01 04:12:27 UTC,view,1004767,514769927,6747ffb3-dce2-4579-a999-2e7ffcb78c6a
2019-11-01 04:12:38 UTC,view,12201986,543134639,c0c4ca31-24fc-4a45-8b99-157d88e8b0cb
2019-11-01 04:12:49 UTC,view,1003535,564615586,61de88a7-0617-4bdd-bb83-755be9520874
2019-11-01 04:18:52 UTC,view,1005158,530287925,3530378c-81aa-4986-809e-7f32cb96dfee
2019-11-01 04:18:59 UTC,view,9101042,535147766,4fdb953c-b5fc-4942-9acf-73039e7dff68
2019-11-01 04:19:02 UTC,view,1005008,519278616,7ed392ed-8854-4749-ac8d-55a9b7999ef9
2019-11-01 04:19:15 UTC,view,2501453,517104366,322a5186-8cf4-4492-a29e-a67a32cf6cf1
2019-11-01 04:23:21 UTC,view,1005180,512611565,c8e4cc06-88ca-47ff-a4c6-f998504d7ea2
2019-11-01 04:23:29 UTC,view,1004249,512765427,0eb84ae2-0bd2-4a05-94ef-8374688a7d38
2019-11-01 04:23:47 UTC,view,5700384,512784784,a55d5c73-1bc3-415d-a53c-11cc79e571cc
2019-11-01 04:25:17 UTC,view,1005243,512734803,8339067f-90c1-460e-a226-ba34a2ddd468
2019-11-01 04:26:23 UTC,view,1004856,512705505,34cfcf12-526e-4185-8c6c-7ba570383d05
2019-11-01 04:31:11 UTC,view,1003317,539248473,3524a565-0cc0-4fa3-a2df-1004ec8dab84
2019-11-01 04:31:38 UTC,view,1004836,560488755,264fe317-e9ba-431f-91e1-3f03063e489d
2019-11-01 04:38:26 UTC,view,1801620,540627956,d12d7cbb-00df-4728-b346-9692d03c4a76
2019-11-01 04:39:57 UTC,view,28300572,548838733,e76a540a-6902-4b0a-92f4-30cca313d4d0
2019-11-01 04:40:31 UTC,view,12301134,566244809,ad43d673-25f9-4f23-97a9-c0f57a1adaaf
2019-11-01 04:42:17 UTC,view,1005133,512751874,a71706c4-e333-034f-6657-2bd6ef06589e
2019-11-01 04:50:35 UTC,view,1005239,533132056,bec51ac4-64d8-41d8-8dcd-ac39276c2bbc
2019-11-01 04:50:54 UTC,view,21800099,512848985,f651b95a-0c18-4dc2-829b-f1b0ac2c8cdf
2019-11-01 04:51:59 UTC,view,1004227,545668865,94392ebb-c007-4157-8462-964d1661bdd0
2019-11-01 04:54:14 UTC,view,1801792,518651774,d1aaf590-af3c-4ec0-b5ac-0f30eff025e4
2019-11-01 04:54:35 UTC,view,4804056,516495137,792a6ae0-7c07-4952-99a3-91e34717b69c
2019-11-01 04:54:37 UTC,view,1004739,553635658,626d5cd6-7a2c-4f7a-b85c-e445469f0e95
2019-11-01 04:54:54 UTC,view,1306544,517421888,84168165-5351-4044-83c8-96f7e044d639
2019-11-01 04:55:41 UTC,view,1480205,513718865,7d411d8e-3529-4535-9f2d-07f5be81498c
2019-11-01 04:56:25 UTC,view,1005239,514533134,05772753-e630-455f-be13-ea0fbd72e7dd
2019-11-01 04:59:38 UTC,view,1307446,563160548,130e5f1b-01f6-408f-a613-dd89dfaf9c71
2019-11-01 05:01:15 UTC,view,3601241,516249689,942f0d4f-da44-4bc4-a48f-393b6253bc5e
2019-11-01 05:13:22 UTC,view,1003461,565033341,30f5704f-6bb7-4018-997c-d545f44135df
2019-11-01 05:13:37 UTC,view,21411404,512503114,37a18614-c041-4bf4-8971-df99e1eb7c65
2019-11-01 05:13:47 UTC,view,28400747,516752788,9a47e2b9-0109-4624-8f7e-9ddb63c55d21
2019-11-01 05:17:10 UTC,view,13201327,560383298,a172f29d-5837-4671-b364-2caed4f8307c
2019-11-01 05:17:17 UTC,view,1480494,513167415,0f61e7f1-a060-4958-9601-f2edb5e8d1b0
2019-11-01 05:19:21 UTC,view,5100338,529786026,10ecdce0-ccef-43f4-8f72-38667634a6d8
2019-11-01 05:21:14 UTC,view,21410737,539585530,7d1e41a2-bfd3-01c7-bf02-b1b3e6140cec
2019-11-01 05:22:52 UTC,view,12600037,512422965,e0feae98-a804-4adb-a944-f1b22ffd37c0
2019-11-01 05:23:46 UTC,view,1005124,517863865,c00ff38b-afc1-4d90-bff2-5988fdd05f34
2019-11-01 05:24:46 UTC,view,1005235,513542620,2ad3fa61-6a1c-41aa-a581-c620493177cc
2019-11-01 05:25:13 UTC,view,1307229,512382475,000ed366-740e-4feb-b734-862d66f65e92
2019-11-01 05:26:20 UTC,view,1307355,536572621,017b792a-89a4-4114-bf4b-f19c3460355b
2019-11-01 05:26:37 UTC,view,1004237,557053340,860c80a2-07ba-4848-ab3a-a23b036bbd2d
2019-11-01 05:27:23 UTC,view,14700583,560383298,a172f29d-5837-4671-b364-2caed4f8307c
2019-11-01 05:27:34 UTC,view,1004785,514303773,270c9708-d642-40e0-9d78-8176aa06b69a
2019-11-01 05:28:07 UTC,view,1005008,562287598,45f31832-40aa-4450-8bc5-e8732981ea4b
2019-11-01 05:28:58 UTC,view,1003306,513184364,6d6c875f-3df7-4986-a68c-1dd0cb1739d1
2019-11-01 05:32:43 UTC,view,1002544,514935891,77e3f126-307c-495c-9b6e-08d3688ee0dc
2019-11-01 05:33:34 UTC,view,28721037,512705879,af67214e-bf59-4a79-8a73-5f05e30196aa
2019-11-01 05:34:34 UTC,view,3700755,513990901,719d3d4b-7c0d-4681-b52e-c2a29c3a31bd
2019-11-01 05:35:26 UTC,view,21406698,539585530,7d1e41a2-bfd3-01c7-bf02-b1b3e6140cec
2019-11-01 05:37:19 UTC,view,28714715,513600478,93101b71-d12e-4451-9f4d-d353dbb89cd6
2019-11-01 05:37:44 UTC,view,28719613,518726599,52e8a8e0-99b0-49c7-9505-b17e8c73ca25
2019-11-01 05:37:55 UTC,view,28718346,541022499,18e47adb-0a68-4af8-b2d1-0c06813c48e5
2019-11-01 05:39:32 UTC,view,42300010,514689802,3b2f4b99-5d7c-4413-9eeb-eb16a2f5a106
2019-11-01 05:40:10 UTC,view,1201567,512636018,782425e9-14e0-4ae0-82c4-0caa3c677eaf
2019-11-01 05:43:48 UTC,view,6500793,536920234,94852f65-f7af-4b3f-ae97-d46ed48e7858
2019-11-01 05:45:12 UTC,view,1307406,513707372,96c3316b-58f4-47d9-8533-b4449072722c
2019-11-01 05:47:56 UTC,view,1307315,513707372,96c3316b-58f4-47d9-8533-b4449072722c
2019-11-01 05:48:03 UTC,view,54900002,512552398,b9b505d8-ba16-4452-b382-6a6c79bc324b
2019-11-01 05:48:12 UTC,view,16800039,517490875,cd9a518c-72bf-47fb-9686-ee9bbd725f5e
2019-11-01 05:48:39 UTC,view,2700588,553463936,da282c4f-9481-4871-9b8f-67aef1ed80be
2019-11-01 05:55:19 UTC,view,3600661,512384436,70554b8a-b71e-44b3-8bf9-b6a9fdc08f77
2019-11-01 05:58:58 UTC,view,1480310,512752077,a72c2f81-a830-4e75-beab-250342e22289
2019-11-01 06:00:28 UTC,purchase,1004833,526933626,86d6beac-9b77-450d-be4f-872b4d75fac3
2019-11-01 06:01:02 UTC,view,1480492,512752077,a72c2f81-a830-4e75-beab-250342e22289
2019-11-01 06:01:15 UTC,view,28721177,514542181,392c8a96-7a6a-45c3-ad73-cea576bec6d1
2019-11-01 06:01:57 UTC,view,1004766,525151212,3d115aa9-fa3e-4e0e-8c88-a45d7d2e03ac
2019-11-01 06:08:10 UTC,view,28715768,538656137,b7565e7d-6843-4a73-a563-9a5a82170c8f
2019-11-01 06:09:05 UTC,view,1802023,566215498,b34ad244-55db-4c60-b860-5cbdccba29f3
2019-11-01 06:10:02 UTC,view,39700045,513318392,49ddb06f-4c66-48ec-a534-b1c3b11a2d97
2019-11-01 06:13:55 UTC,view,1004723,514303365,05470113-e259-4c18-94cf-9af403109291
2019-11-01 06:15:03 UTC,view,1305215,512983554,b102e435-b7c9-41af-83cd-9d3d7f7098f6
2019-11-01 06:15:32 UTC,view,1005121,563459593,d635ca14-69b2-41ef-8568-7303e2b04ee1
2019-11-01 06:16:07 UTC,view,4501090,513633848,9efcddfe-d7bf-46c4-a94f-a7b12d0415a9
2019-11-01 06:17:53 UTC,view,1802122,519445928,f3387708-d61e-424f-a6a7-47819cde9502
2019-11-01 06:18:33 UTC,view,1005236,513650521,caf2a115-c617-4ec4-8437-debeeca304e3
2019-11-01 06:19:15 UTC,view,21408661,539585530,52bcd3a8-a502-4d38-9fdb-7bea88b114ed
2019-11-01 06:19:31 UTC,view,1004794,549006452,18267e62-0856-4f05-a8ed-4d8089140ec1
2019-11-01 06:20:15 UTC,view,1005159,514458022,bdb92d8b-107c-4fcc-8bb0-5452d1aee7d3
2019-11-01 06:21:06 UTC,view,5100855,515569726,4e44c60e-b3b7-4c1d-8ac1-d98291e55b59
2019-11-01 06:21:14 UTC,view,1004901,512420925,26263417-0d85-4194-a3b2-25098dbe7287
2019-11-01 06:21:27 UTC,view,1307185,514927932,9d0982f5-2b3a-4180-ac68-f9f276d8094b
2019-11-01 06:21:38 UTC,view,1004872,513867371,e9d23225-123f-4a6e-aff9-4c4aba6f9ff6
2019-11-01 06:21:54 UTC,view,4600551,537459742,64a1cf63-2247-4edd-a079-0f7cd6f468c2
2019-11-01 06:22:59 UTC,view,21400674,512949326,35efa22e-b839-49be-9210-65ae68e503c6
2019-11-01 06:23:32 UTC,view,1005228,512420925,26263417-0d85-4194-a3b2-25098dbe7287
2019-11-01 06:23:58 UTC,view,1005239,513318392,e92ee7a8-45d4-42ad-96f6-eae92bdac660
2019-11-01 06:25:14 UTC,view,1307314,514771135,7ce347f4-542d-4b15-9080-efdb26ffff4c
2019-11-01 06:26:09 UTC,view,1005238,514458022,bdb92d8b-107c-4fcc-8bb0-5452d1aee7d3
2019-11-01 06:27:04 UTC,view,1005217,513318392,e92ee7a8-45d4-42ad-96f6-eae92bdac660
2019-11-01 06:29:39 UTC,view,12201691,513570601,665ddf48-3f6c-45b4-b823-5db533e21c5a
2019-11-01 06:30:01 UTC,view,21407188,539585530,e6d2aed7-d07f-48af-867a-8741e2b24f1b
2019-11-01 06:30:39 UTC,view,1004767,521488415,36db0345-efcf-444b-a997-5b4a1f3cfe84
2019-11-01 06:33:20 UTC,purchase,5701139,565537897,81a2fdb2-67fb-442c-8394-31dfc7f1928e
2019-11-01 06:33:40 UTC,view,5701139,565537897,81a2fdb2-67fb-442c-8394-31dfc7f1928e
2019-11-01 06:34:12 UTC,view,1307187,516637636,2ffd97ef-3edf-4d39-91a9-938c493b6f09
2019-11-01 06:34:36 UTC,view,1004934,566154807,faf64f6d-2307-4968-bb33-24919b265a91
2019-11-01 06:34:41 UTC,view,3601542,525070344,689bb011-d265-4587-8ede-435ed62f149d
2019-11-01 06:35:52 UTC,view,21408947,541327921,655e4c8a-6b49-4c76-a943-3618724b2f5e
2019-11-01 06:36:44 UTC,view,18300428,512491616,f63ea593-e960-4354-9862-5a3a2b2743e5
2019-11-01 06:36:49 UTC,view,1005244,566154807,faf64f6d-2307-4968-bb33-24919b265a91
2019-11-01 06:38:31 UTC,view,1005161,564442389,85ab2f95-25ac-5bcb-1891-5d7302538f79
2019-11-01 06:39:12 UTC,view,1480732,559768708,64397fc8-3e36-407e-b695-072235ea5b75
2019-11-01 06:39:44 UTC,view,4804572,512690526,3d0afbd8-ec87-4eb7-a6d7-59d5bf2a5516
2019-11-01 06:39:59 UTC,view,21410656,531531705,99426ef1-1c9d-414c-b4be-1d8d711e254b
2019-11-01 06:40:17 UTC,view,1307193,516637636,2ffd97ef-3edf-4d39-91a9-938c493b6f09
2019-11-01 06:41:05 UTC,view,1307187,559264973,3a321021-24e4-47a4-89f5-405dadf1c01a
2019-11-01 06:41:07 UTC,view,1801690,514422927,4b056402-0ab7-4030-9913-813a32e3594c
2019-11-01 06:41:16 UTC,view,12300394,545688023,e21b98df-cd37-4aa9-824d-66076cee500d
2019-11-01 06:41:21 UTC,view,1004173,513856670,c0fd1bdc-96f0-42f5-8666-b10a7b06b9e2
2019-11-01 06:43:09 UTC,view,19300029,514936487,80b5d076-d7d6-4604-9432-146e64f0fe75
2019-11-01 06:43:23 UTC,view,28718701,512669930,eefde6a2-49f0-4993-a7bd-acfdcc5b7119
2019-11-01 06:47:17 UTC,view,5100576,512488840,53e1ee54-8edf-4174-b1ba-ace5927fb07b
2019-11-01 06:49:16 UTC,view,1005115,513189264,552dfb0c-b475-4c35-8c84-7600dad00124
2019-11-01 06:49:24 UTC,view,1005253,514607839,c84f79a3-670d-4eb9-811f-fe2fa834a2ef
2019-11-01 06:49:24 UTC,view,6600476,563706323,adb86fae-148d-4b9f-9622-dc674ac459e0
2019-11-01 06:54:04 UTC,view,1005239,527019353,cde74c0a-2fad-412a-97e0-222104aa0c47
2019-11-01 06:54:18 UTC,view,4700476,552824689,a6d6d477-259b-419f-acb6-c7bf8922f5bd
2019-11-01 06:54:55 UTC,view,21403978,534637760,a4a416af-ad30-44c1-b60d-b2f0013dd3b6
2019-11-01 06:55:23 UTC,view,28717296,512669930,eefde6a2-49f0-4993-a7bd-acfdcc5b7119
2019-11-01 06:56:09 UTC,view,1002098,566345603,2a2c9f22-4fe3-46d4-9df3-cb20a6120e5d
2019-11-01 06:57:32 UTC,view,1480742,512542757,8ca23c75-e26a-4971-9434-e4fc05f8d05c
2019-11-01 06:58:04 UTC,view,1307271,517027473,240389a3-0eab-4a67-bd61-6c112f390030
2019-11-01 07:00:34 UTC,view,17200852,513186499,12fe5e73-b690-407e-8fe5-5c5a5858c846
2019-11-01 07:02:11 UTC,view,3601603,545787029,d0f7fcb5-9aea-47f6-a82b-41280a7371b0
2019-11-01 07:02:25 UTC,view,30600075,513428645,bc4a4df0-f3bb-467d-a76c-db3599ba91c8
2019-11-01 07:04:28 UTC,view,5100719,517365249,87f2b80b-c13a-40e6-8894-69994ce04915
2019-11-01 07:05:42 UTC,view,1306359,514490591,7b32741a-1abb-4abc-a8fa-562bda410646
2019-11-01 07:08:19 UTC,view,1005144,514228219,13d85d6d-bf39-4118-93a6-639e66e62ef4
2019-11-01 07:09:06 UTC,view,14701523,513191535,e373ed34-cd94-f95b-e816-cb78453a2f4c
2019-11-01 07:09:30 UTC,view,1004703,566345603,2a2c9f22-4fe3-46d4-9df3-cb20a6120e5d
2019-11-01 07:12:58 UTC,view,1002524,512790004,9ee3711f-09b4-49e4-99a7-0ae42ec6432c
2019-11-01 07:13:31 UTC,view,28401058,512594782,f5b77c1c-7f79-41df-9568-b80c43eea9dd
2019-11-01 07:14:53 UTC,view,1306150,514490591,7b32741a-1abb-4abc-a8fa-562bda410646
2019-11-01 07:15:07 UTC,cart,1002633,551716616,dfb418b4-3b4a-49ee-9d71-eb830123f1fd
2019-11-01 07:16:33 UTC,view,1004856,512458050,32f5bfc9-f50a-4f13-8fb8-5a99f28d6ef8
2019-11-01 07:17:16 UTC,view,1002524,525027969,268fc679-f575-40ba-b833-4da0804835d1
2019-11-01 07:21:35 UTC,view,4201023,557140025,c6ad62ab-799e-4cde-a80b-eeedf9873e2e
2019-11-01 07:22:23 UTC,view,6500900,559435880,397f365f-da37-42aa-ac33-785aaf6f7d7c
2019-11-01 07:22:42 UTC,view,1701021,512867884,f9629db3-bce1-45f6-9d44-a4898d10507a
2019-11-01 07:22:43 UTC,view,28719660,538186325,6e464c4b-6b85-47f2-a897-f7f663fa1507
2019-11-01 07:23:31 UTC,view,1307293,559435880,73d96c63-c4a4-4822-ad76-59a648c59168
2019-11-01 07:24:52 UTC,view,1004565,512529567,5a8e6017-2498-4d43-935f-87fc60b49b74
2019-11-01 07:25:40 UTC,view,60500001,513571592,7b59b53d-4ab5-406e-ac8b-f3e08fe72f69
2019-11-01 07:26:10 UTC,view,1005156,516747283,e917a881-9de8-4703-8d1d-cd0d1dc3087d
2019-11-01 07:27:58 UTC,cart,1005239,527019353,87f1fa2f-31da-4fe4-9af0-044c737d5861
2019-11-01 07:28:47 UTC,view,6700486,514418703,47760d61-3be7-47ea-957b-1f064018dd5b
2019-11-01 07:29:53 UTC,view,21406792,512698233,62d87190-3b0e-4aaa-9c1d-8b2b859d1bc8
2019-11-01 07:31:31 UTC,view,50600024,536018354,4e02d9fe-449e-4c4e-8ba0-764658b3b57b
2019-11-01 07:31:59 UTC,view,1004503,513053651,64b4790a-4d0d-4cdf-9432-da29690a0c5b
2019-11-01 07:35:06 UTC,view,28719142,513393800,f637ad6e-ce64-4bb5-bb52-d32f43b3ec25
2019-11-01 07:36:26 UTC,view,1801766,517566094,b8e4bbde-8b48-46e9-bde4-f857852a6621
2019-11-01 07:37:58 UTC,view,3600700,564038326,558c4634-8834-4d9b-88e0-aa82f7f97d0c
2019-11-01 07:39:04 UTC,view,45300054,513847031,a0316864-9996-4406-adc8-b59baf629c60
2019-11-01 07:39:47 UTC,view,12301002,512911223,9649c67f-5d44-4826-9e46-33a304f43b45
2019-11-01 07:39:58 UTC,view,4804660,513674098,c0d09697-9c7d-414e-9083-bdb9f47476e0
2019-11-01 07:40:07 UTC,view,1005122,516521593,50634aee-679b-4617-915c-5adb54ec1074
2019-11-01 07:42:09 UTC,view,1801690,517566094,b8e4bbde-8b48-46e9-bde4-f857852a6621
2019-11-01 07:42:21 UTC,view,6801366,542601681,77f926c0-9a0b-42dd-9e61-85612ceb7fa9
2019-11-01 07:42:49 UTC,view,1005165,512550770,7cbcbe1a-754f-43e2-9325-a9c0d9504dea
2019-11-01 07:44:48 UTC,view,4700381,514893704,d832182c-3e40-4843-a26d-9a767ad7fb89
2019-11-01 07:46:18 UTC,view,6400290,559435880,7d0b9b64-d485-4991-b9eb-44a0455e5611
2019-11-01 07:47:39 UTC,view,2501589,513616839,56683d23-dfa8-47ec-848e-a8f156e7d522
2019-11-01 07:48:58 UTC,view,1307318,530939033,228983bf-eb4b-436f-9ba9-7ccc8ba1b189
2019-11-01 07:49:42 UTC,view,1480757,558183776,c04c5e9f-3248-4d4a-8759-8f7e54459dc2
2019-11-01 07:51:07 UTC,view,4804592,554155613,776f3cb2-27db-4e0f-9a98-1ffe3f3261c9
2019-11-01 07:52:42 UTC,view,2501589,555523359,46193c7a-3bec-41c5-a973-cd7f41bb7f44
2019-11-01 07:52:44 UTC,view,1004903,513021392,ab3e9ebc-2d69-481d-881e-543e72b86f78
2019-11-01 07:53:47 UTC,view,1802022,562730236,98e5321d-180b-40d2-92ef-a3296792c17b
2019-11-01 07:56:26 UTC,view,4700392,514893704,d832182c-3e40-4843-a26d-9a767ad7fb89
2019-11-01 07:56:56 UTC,cart,1802022,562730236,98e5321d-180b-40d2-92ef-a3296792c17b
2019-11-01 07:57:52 UTC,view,19100227,512911223,b576c7c6-008c-4df5-879d-5c578c169945
2019-11-01 07:58:42 UTC,purchase,1004767,533720556,dd8b1dab-28cb-4545-a6f1-8526d39c1402
